customer_id,age,gender,region,membership_tier,signup_date
CUST00102,32,Female,Central,Silver,2022-09-24 04:12:00
CUST00103,33,Male,North,Gold,2021-08-31 06:03:00
CUST00104,28,Male,South,Bronze,2020-05-05 23:20:00
CUST00105,36,Male,South,Bronze,2020-04-28 01:37:00
CUST00106,42,Female,East,Gold,2022-09-04 16:58:00
CUST00107,60,Female,West,Bronze,2022-12-24 05:03:00
CUST00108,40,Male,Central,Platinum,2022-11-07 02:54:00
CUST00109,41,Female,Central,Silver,2021-01-16 02:38:00
CUST00110,37,Female,Central,Silver,2020-05-20 21:55:00
CUST00111,18,Female,West,Silver,2021-04-27 12:07:00
CUST00112,37,Female,West,Bronze,2021-05-20 18:38:00
CUST00113,38,Male,West,Silver,2020-03-23 19:05:00
CUST00114,67,Male,East,Platinum,2022-05-09 21:37:00
CUST00115,35,Female,South,Bronze,2022-12-07 10:59:00
CUST00116,41,Female,North,Gold,2021-06-19 06:42:00
CUST00117,37,Female,West,Silver,2021-10-06 07:16:00
CUST00118,23,Female,South,Silver,2022-03-22 04:42:00
CUST00119,51,Female,West,Bronze,2021-09-07 14:20:00
CUST00120,47,Female,North,Silver,2020-05-29 00:29:00
CUST00121,47,Female,West,Platinum,2020-07-24 02:34:00
CUST00122,27,Female,South,Bronze,2021-03-13 16:16:00
CUST00123,54,Female,East,Silver,2020-09-29 11:56:00
CUST00124,21,Male,North,Silver,2020-05-21 07:23:00
CUST00125,45,Male,South,Silver,2021-08-07 05:28:00
CUST00126,64,Female,Central,Silver,2021-09-12 19:51:00
CUST00127,26,Female,Central,Silver,2022-12-20 00:42:00
CUST00128,31,Female,Central,Bronze,2021-09-06 21:06:00
CUST00129,39,Female,East,Platinum,2020-10-03 08:07:00
CUST00130,31,Male,West,Gold,2020-08-08 23:35:00
CUST00131,19,Male,West,Bronze,2020-11-15 08:18:00
CUST00132,38,Female,West,Silver,2021-03-08 22:21:00
CUST00133,25,Male,East,Gold,2021-02-21 21:40:00
CUST00134,43,Male,Central,Platinum,2021-06-25 16:31:00
CUST00135,26,Male,West,Platinum,2021-05-30 01:05:00
CUST00136,56,Male,East,Gold,2022-05-18 08:02:00
CUST00137,28,Female,East,Bronze,2020-01-09 10:49:00
CUST00138,34,Male,South,Platinum,2020-09-25 20:16:00
CUST00139,47,Female,West,Gold,2020-11-27 23:28:00
CUST00140,23,Male,Central,Bronze,2022-05-26 17:00:00
CUST00141,40,Female,North,Bronze,2020-08-18 02:56:00
CUST00142,53,Male,East,Silver,2020-11-02 17:02:00
CUST00143,18,Female,South,Silver,2022-01-27 18:35:00
CUST00144,40,Female,North,Bronze,2020-10-31 13:08:00
CUST00145,41,Male,East,Bronze,2020-03-27 09:23:00
CUST00146,47,Female,South,Bronze,2020-03-23 11:13:00
CUST00147,23,Female,West,Silver,2021-05-27 21:06:00
CUST00148,22,Male,South,Bronze,2021-12-26 17:56:00
CUST00149,44,Male,East,Gold,2022-04-13 19:47:00
CUST00150,41,Female,West,Bronze,2020-11-13 07:55:00
CUST00151,41,Female,Central,Platinum,2020-11-29 05:56:00
CUST00152,42,Male,South,Gold,2022-04-25 00:11:00
CUST00153,29,Male,North,Platinum,2021-11-12 13:51:00
CUST00154,40,Female,West,Gold,2021-05-24 08:10:00
CUST00155,41,Female,West,Bronze,2020-08-10 12:55:00
CUST00156,29,Female,Central,Silver,2020-03-21 15:14:00
CUST00157,60,Male,South,Bronze,2021-02-13 14:22:00
CUST00158,43,Female,North,Platinum,2021-09-18 07:14:00
CUST00159,23,Male,Central,Bronze,2020-02-19 21:12:00
CUST00160,45,Male,South,Silver,2022-03-28 10:17:00
CUST00161,26,Female,North,Gold,2020-05-23 08:22:00
CUST00162,47,Other,North,Platinum,2022-11-10 12:43:00
CUST00163,51,Male,East,Gold,2021-11-10 00:07:00
CUST00164,28,Male,North,Silver,2021-06-19 05:37:00
CUST00165,49,Female,South,Silver,2021-06-28 01:06:00
CUST00166,42,Female,Central,Silver,2022-06-09 11:46:00
CUST00167,47,Female,Central,Bronze,2021-10-05 13:38:00
CUST00168,60,Female,East,Gold,2022-11-14 03:24:00
CUST00169,35,Male,South,Silver,2021-01-25 08:02:00
CUST00170,28,Other,North,Bronze,2022-06-13 00:33:00
CUST00171,27,Female,East,Platinum,2021-02-08 11:27:00
CUST00172,28,Female,West,Silver,2020-05-24 21:58:00
CUST00173,37,Female,South,Gold,2021-11-08 19:20:00
CUST00174,42,Female,East,Gold,2020-09-13 23:57:00
CUST00175,41,Male,Central,Gold,2021-09-08 16:19:00
CUST00176,47,Male,East,Bronze,2022-04-17 10:25:00
CUST00177,38,Female,West,Bronze,2021-08-29 17:08:00
CUST00178,55,Male,South,Gold,2021-01-28 13:42:00
CUST00179,34,Male,East,Gold,2022-02-16 21:47:00
CUST00180,70,Female,North,Silver,2020-12-23 19:36:00
CUST00181,45,Female,South,Silver,2021-09-09 12:35:00
CUST00182,27,Male,East,Bronze,2020-01-02 09:18:00
CUST00183,25,Female,East,Platinum,2021-03-07 13:50:00
CUST00184,43,Female,South,Bronze,2021-10-22 14:28:00
CUST00185,35,Female,Central,Bronze,2022-06-25 21:13:00
CUST00186,46,Female,North,Silver,2022-11-13 15:50:00
CUST00187,43,Male,South,Bronze,2020-12-14 21:05:00
CUST00188,37,Male,North,Platinum,2021-08-05 16:42:00
CUST00189,27,Male,North,Bronze,2021-11-18 02:52:00
CUST00190,19,Female,South,Bronze,2021-04-27 21:19:00
CUST00191,32,Female,East,Silver,2021-04-06 06:09:00
CUST00192,48,Female,Central,Silver,2020-02-21 01:15:00
CUST00193,40,Female,North,Bronze,2022-09-01 19:54:00
CUST00194,23,Female,North,Silver,2020-05-30 14:26:00
CUST00195,40,Female,East,Silver,2021-02-03 22:44:00
CUST00196,42,Male,South,Gold,2022-02-26 15:25:00
CUST00197,27,Male,Central,Bronze,2021-05-15 04:41:00
CUST00198,39,Female,North,Platinum,2020-01-13 03:49:00
CUST00199,38,Male,North,Silver,2022-05-21 07:11:00
CUST00200,24,Male,South,Bronze,2022-11-27 14:03:00
CUST00201,42,Female,East,Bronze,2021-05-26 03:29:00
CUST00202,44,Male,West,Silver,2020-10-01 14:42:00
CUST00203,50,Female,East,Bronze,2022-12-24 17:38:00
CUST00204,50,Male,North,Bronze,2021-10-12 14:39:00
CUST00205,21,Male,North,Bronze,2022-10-31 13:53:00
CUST00206,26,Male,Central,Silver,2022-07-03 05:47:00
CUST00207,44,Female,East,Silver,2022-08-31 14:16:00
CUST00208,44,Male,West,Bronze,2021-05-22 20:17:00
CUST00209,44,Female,Central,Silver,2022-12-04 15:40:00
CUST00210,75,Female,West,Gold,2021-05-05 08:28:00
CUST00211,44,Female,Central,Bronze,2020-06-08 22:18:00
CUST00212,51,Male,East,Gold,2021-04-26 08:21:00
CUST00213,49,Male,North,Silver,2021-10-17 17:05:00
CUST00214,45,Female,West,Platinum,2020-10-11 04:14:00
CUST00215,34,Female,East,Bronze,2022-02-24 22:09:00
CUST00216,47,Other,West,Platinum,2021-03-15 02:26:00
CUST00217,28,Male,East,Silver,2022-04-15 10:34:00
CUST00218,35,Female,Central,Silver,2022-08-13 13:03:00
CUST00219,32,Male,East,Silver,2021-02-28 13:24:00
CUST00220,38,Male,Central,Bronze,2020-02-11 18:24:00
CUST00221,65,Male,North,Platinum,2022-09-04 00:22:00
CUST00222,18,Male,Central,Silver,2021-09-04 12:54:00
CUST00223,46,Female,South,Bronze,2022-05-09 17:47:00
CUST00224,18,Male,North,Bronze,2021-03-28 15:14:00
CUST00225,32,Female,East,Bronze,2021-07-13 13:31:00
CUST00226,51,Male,East,Silver,2020-03-01 12:21:00
CUST00227,38,Female,South,Silver,2022-04-09 23:10:00
CUST00228,25,Male,East,Silver,2022-08-16 04:39:00
CUST00229,29,Male,North,Bronze,2022-12-30 00:58:00
CUST00230,46,Male,North,Silver,2022-03-18 18:36:00
CUST00231,29,Male,Central,Silver,2020-02-26 02:41:00
CUST00232,40,Female,West,Bronze,2022-05-28 04:55:00
CUST00233,38,Male,East,Bronze,2022-08-04 05:03:00
CUST00234,30,Female,South,Bronze,2021-06-17 12:20:00
CUST00235,63,Male,North,Platinum,2021-03-10 14:20:00
CUST00236,45,Female,North,Gold,2021-11-23 12:17:00
CUST00237,18,Female,North,Platinum,2022-05-14 08:53:00
CUST00238,40,Male,West,Bronze,2020-06-17 15:01:00
CUST00239,30,Male,West,Gold,2020-04-17 11:14:00
CUST00240,48,Male,East,Silver,2020-05-21 20:02:00
CUST00241,28,Female,South,Silver,2020-03-05 07:12:00
CUST00242,36,Male,West,Bronze,2020-02-12 19:09:00
CUST00243,44,Female,Central,Gold,2021-05-04 04:30:00
CUST00244,48,Female,West,Platinum,2020-08-23 18:13:00
CUST00245,23,Female,North,Bronze,2022-08-11 22:16:00
CUST00246,33,Female,South,Bronze,2022-01-26 05:38:00
CUST00247,32,Female,East,Silver,2020-08-23 05:19:00
CUST00248,30,Male,West,Platinum,2020-08-10 18:01:00
CUST00249,59,Female,North,Gold,2021-10-01 18:43:00
CUST00250,42,Female,Central,Bronze,2022-02-08 12:45:00
CUST00251,22,Male,Central,Silver,2021-02-11 02:37:00
CUST00252,49,Female,East,Bronze,2021-05-13 03:44:00
CUST00253,63,Male,East,Gold,2021-09-10 21:38:00
CUST00254,50,Female,West,Gold,2020-09-05 18:50:00
CUST00255,19,Female,East,Silver,2020-03-26 11:34:00
CUST00256,32,Male,North,Bronze,2022-05-28 21:23:00
CUST00257,53,Female,North,Platinum,2020-05-22 16:41:00
CUST00258,29,Male,North,Silver,2021-11-30 00:54:00
CUST00259,43,Male,West,Platinum,2022-05-11 15:06:00
CUST00260,47,Male,West,Silver,2022-06-07 11:40:00
CUST00261,26,Female,East,Gold,2022-07-31 22:09:00
CUST00262,37,Male,West,Gold,2022-06-11 05:46:00
CUST00263,18,Male,North,Bronze,2022-12-05 20:17:00
CUST00264,25,Female,South,Platinum,2022-09-18 14:27:00
CUST00265,34,Male,North,Bronze,2021-07-04 10:54:00
CUST00266,23,Male,South,Gold,2021-05-18 02:17:00
CUST00267,57,Male,East,Platinum,2022-07-13 07:48:00
CUST00268,20,Male,Central,Bronze,2022-08-10 18:39:00
CUST00269,32,Female,West,Silver,2022-02-16 10:01:00
CUST00270,39,Male,West,Silver,2022-10-10 10:11:00
CUST00271,55,Other,North,Gold,2022-09-26 06:22:00
CUST00272,20,Female,North,Gold,2021-06-14 10:17:00
CUST00273,51,Male,South,Silver,2021-07-20 17:00:00
CUST00274,38,Male,West,Gold,2022-11-25 06:05:00
CUST00275,26,Male,East,Bronze,2021-05-10 23:26:00
CUST00276,43,Female,North,Bronze,2022-09-28 17:48:00
CUST00277,40,Male,West,Silver,2021-05-08 22:30:00
CUST00278,30,Male,Central,Silver,2022-10-03 14:50:00
CUST00279,38,Female,South,Bronze,2020-02-06 02:18:00
CUST00280,33,Male,North,Silver,2021-03-30 12:44:00
CUST00281,39,Male,North,Bronze,2021-05-14 09:42:00
CUST00282,45,Female,East,Gold,2022-01-26 15:35:00
CUST00283,57,Female,North,Bronze,2022-12-24 11:27:00
CUST00284,23,Male,West,Silver,2021-11-09 11:44:00
CUST00285,63,Female,West,Silver,2022-07-19 08:19:00
CUST00286,18,Male,West,Platinum,2021-05-30 07:07:00
CUST00287,36,Female,Central,Gold,2021-01-30 10:07:00
CUST00288,45,Female,Central,Gold,2021-01-15 06:13:00
CUST00289,41,Female,North,Platinum,2022-09-19 08:46:00
CUST00290,30,Female,Central,Silver,2022-12-11 19:18:00
CUST00291,35,Female,Central,Bronze,2020-07-25 06:18:00
CUST00292,32,Female,East,Gold,2021-04-11 11:11:00
CUST00293,30,Female,Central,Gold,2021-09-12 00:45:00
CUST00294,48,Male,South,Silver,2022-12-30 04:17:00
CUST00295,42,Male,South,Gold,2020-04-04 01:35:00
CUST00296,29,Female,South,Gold,2021-08-22 22:08:00
CUST00297,48,Female,North,Platinum,2022-10-03 03:55:00
CUST00298,41,Male,West,Platinum,2020-01-27 18:18:00
CUST00299,47,Female,East,Bronze,2022-08-20 15:28:00
CUST00300,45,Female,North,Silver,2021-11-29 05:03:00
CUST00301,28,Other,West,Bronze,2021-06-02 15:07:00
CUST00302,31,Female,East,Bronze,2020-05-14 12:31:00
CUST00303,46,Male,East,Gold,2020-06-01 18:40:00
CUST00304,45,Male,East,Bronze,2020-04-20 04:09:00
CUST00305,37,Male,South,Silver,2021-09-15 02:15:00
CUST00306,39,Male,South,Silver,2020-08-31 17:48:00
CUST00307,53,Female,South,Gold,2022-05-03 19:38:00
CUST00308,30,Female,East,Bronze,2021-04-08 16:24:00
CUST00309,44,Female,East,Bronze,2022-07-12 14:19:00
CUST00310,35,Female,South,Silver,2022-05-29 09:36:00
CUST00311,35,Male,East,Bronze,2020-05-04 19:47:00
CUST00312,51,Male,South,Platinum,2020-07-23 06:40:00
CUST00313,47,Male,South,Gold,2021-03-09 08:42:00
CUST00314,47,Male,South,Silver,2020-06-16 05:15:00
CUST00315,53,Female,West,Gold,2020-12-22 17:04:00
CUST00316,38,Male,East,Bronze,2020-11-17 00:26:00
CUST00317,46,Male,North,Gold,2022-07-12 22:38:00
CUST00318,34,Male,South,Bronze,2022-08-21 09:02:00
CUST00319,41,Female,North,Gold,2021-04-20 09:45:00
CUST00320,36,Male,West,Silver,2021-08-03 22:55:00
CUST00321,39,Female,East,Bronze,2022-07-19 02:43:00
CUST00322,45,Male,South,Bronze,2021-04-24 08:50:00
CUST00323,28,Female,South,Silver,2021-02-10 13:07:00
CUST00324,63,Male,South,Gold,2021-04-06 20:09:00
CUST00325,25,Female,North,Bronze,2021-06-29 04:04:00
CUST00326,23,Female,West,Silver,2020-05-03 05:50:00
CUST00327,51,Female,East,Gold,2021-09-22 19:47:00
CUST00328,47,Female,West,Silver,2021-08-15 14:07:00
CUST00329,45,Male,South,Gold,2022-08-18 22:19:00
CUST00330,45,Male,West,Bronze,2022-04-05 08:32:00
CUST00331,37,Male,North,Silver,2022-10-09 14:05:00
CUST00332,27,Female,Central,Platinum,2020-03-23 13:47:00
CUST00333,38,Male,Central,Silver,2021-10-23 19:16:00
CUST00334,29,Male,East,Silver,2020-02-23 02:14:00
CUST00335,49,Female,East,Gold,2020-02-13 21:52:00
CUST00336,36,Female,West,Bronze,2021-07-06 18:02:00
CUST00337,28,Male,East,Gold,2020-12-25 15:33:00
CUST00338,34,Female,North,Platinum,2022-06-25 08:11:00
CUST00339,42,Female,South,Bronze,2022-06-12 20:52:00
CUST00340,31,Male,South,Gold,2022-10-05 02:30:00
CUST00341,28,Male,West,Bronze,2021-12-14 13:21:00
CUST00342,40,Female,South,Silver,2021-10-20 21:06:00
CUST00343,40,Female,West,Gold,2020-11-26 10:26:00
CUST00344,31,Male,East,Gold,2022-10-12 09:42:00
CUST00345,32,Male,East,Gold,2022-04-01 17:02:00
CUST00346,40,Female,North,Platinum,2022-07-21 02:20:00
CUST00347,20,Female,South,Silver,2021-06-01 10:07:00
CUST00348,21,Female,North,Silver,2022-04-08 16:52:00
CUST00349,29,Male,Central,Bronze,2020-01-04 21:55:00
CUST00350,35,Male,North,Bronze,2022-08-05 13:03:00
CUST00351,41,Female,West,Silver,2021-01-20 16:23:00
CUST00352,55,Male,West,Gold,2022-10-18 20:28:00
CUST00353,48,Other,North,Silver,2020-04-16 06:17:00
CUST00354,36,Female,East,Gold,2020-09-26 09:28:00
CUST00355,37,Male,Central,Gold,2022-09-20 03:01:00
CUST00356,25,Female,North,Bronze,2021-05-06 22:10:00
CUST00357,37,Male,East,Silver,2021-09-29 17:00:00
CUST00358,34,Female,North,Silver,2022-04-16 02:14:00
CUST00359,41,Male,South,Silver,2020-08-21 14:07:00
CUST00360,28,Male,West,Gold,2020-11-12 15:59:00
CUST00361,44,Female,South,Silver,2021-08-21 16:45:00
CUST00362,56,Female,South,Gold,2021-07-14 13:53:00
CUST00363,36,Male,Central,Gold,2022-09-16 15:15:00
CUST00364,42,Female,East,Silver,2022-07-25 17:09:00
CUST00365,46,Male,West,Gold,2022-02-25 06:58:00
CUST00366,33,Male,South,Bronze,2022-11-07 23:56:00
CUST00367,40,Male,West,Bronze,2020-10-07 02:17:00
CUST00368,38,Male,East,Bronze,2022-04-30 10:59:00
CUST00369,39,Male,North,Silver,2022-11-06 08:52:00
CUST00370,28,Male,South,Bronze,2020-01-07 09:46:00
CUST00371,38,Male,East,Platinum,2021-09-04 18:37:00
CUST00372,43,Male,West,Silver,2022-09-30 04:28:00
CUST00373,55,Female,East,Silver,2022-09-19 11:21:00
CUST00374,49,Female,North,Bronze,2022-02-12 14:59:00
CUST00375,63,Male,East,Bronze,2021-10-22 06:44:00
CUST00376,28,Female,West,Bronze,2021-05-05 18:24:00
CUST00377,48,Female,South,Silver,2021-04-24 13:02:00
CUST00378,40,Female,South,Silver,2021-10-14 23:30:00
CUST00379,64,Female,Central,Silver,2022-02-20 12:42:00
CUST00380,28,Female,West,Silver,2020-11-08 15:02:00
CUST00381,27,Male,Central,Gold,2020-09-16 16:37:00
CUST00382,30,Female,Central,Bronze,2021-11-11 03:55:00
CUST00383,18,Female,North,Gold,2022-06-21 03:33:00
CUST00384,31,Female,West,Silver,2022-07-25 00:46:00
CUST00385,28,Female,South,Silver,2020-10-23 13:55:00
CUST00386,39,Male,West,Bronze,2020-11-13 02:30:00
CUST00387,42,Female,North,Silver,2021-06-27 10:39:00
CUST00388,60,Female,West,Bronze,2022-03-26 20:05:00
CUST00389,49,Male,West,Platinum,2021-11-04 21:54:00
CUST00390,31,Male,Central,Silver,2022-12-29 12:20:00
CUST00391,27,Female,West,Platinum,2022-09-27 17:02:00
CUST00392,43,Female,Central,Silver,2020-05-21 07:40:00
CUST00393,22,Female,Central,Bronze,2021-08-12 07:47:00
CUST00394,59,Female,East,Silver,2020-07-05 13:06:00
CUST00395,52,Male,North,Bronze,2020-07-25 14:10:00
CUST00396,32,Male,Central,Platinum,2021-09-06 00:02:00
CUST00397,18,Male,West,Gold,2021-10-27 01:18:00
CUST00398,54,Male,Central,Gold,2022-01-05 11:27:00
CUST00399,36,Male,Central,Silver,2020-10-26 07:33:00
CUST00400,52,Male,Central,Silver,2022-04-24 18:43:00
CUST00401,18,Female,South,Platinum,2021-01-04 05:11:00
CUST00402,30,Female,South,Bronze,2020-06-11 19:55:00
CUST00403,38,Male,South,Gold,2022-02-23 19:43:00
CUST00404,38,Male,South,Silver,2021-05-09 15:58:00
CUST00405,32,Male,East,Platinum,2020-10-21 07:29:00
CUST00406,45,Female,Central,Gold,2021-06-05 14:16:00
CUST00407,25,Male,East,Platinum,2020-01-21 14:57:00
CUST00408,36,Male,West,Silver,2021-08-13 21:34:00
CUST00409,39,Female,North,Bronze,2020-11-20 02:28:00
CUST00410,44,Female,East,Silver,2021-12-09 18:19:00
CUST00411,46,Male,South,Gold,2022-05-19 22:16:00
CUST00412,24,Male,South,Gold,2022-07-25 09:12:00
CUST00413,19,Male,West,Bronze,2022-02-27 15:06:00
CUST00414,53,Female,Central,Silver,2021-05-01 12:36:00
CUST00415,41,Female,North,Bronze,2022-01-06 18:18:00
CUST00416,29,Male,East,Gold,2021-08-28 00:53:00
CUST00417,56,Female,Central,Bronze,2022-03-22 08:00:00
CUST00418,39,Male,Central,Silver,2020-04-11 19:47:00
CUST00419,52,Male,East,Bronze,2022-10-15 09:49:00
CUST00420,38,Male,East,Bronze,2021-04-17 19:51:00
CUST00421,62,Female,East,Platinum,2021-12-23 07:40:00
CUST00422,59,Male,East,Bronze,2021-01-25 19:16:00
CUST00423,35,Male,South,Bronze,2020-10-08 20:06:00
CUST00424,49,Male,Central,Bronze,2020-03-22 09:50:00
CUST00425,45,Male,Central,Silver,2022-06-22 01:37:00
CUST00426,54,Female,South,Silver,2022-01-18 23:08:00
CUST00427,26,Male,Central,Bronze,2020-07-04 09:20:00
CUST00428,46,Male,East,Silver,2022-05-01 05:12:00
CUST00429,50,Female,North,Bronze,2020-09-28 17:56:00
CUST00430,18,Female,Central,Gold,2022-01-20 16:32:00
CUST00431,23,Female,North,Gold,2021-07-13 05:16:00
CUST00432,18,Female,North,Platinum,2022-09-14 09:47:00
CUST00433,34,Male,South,Platinum,2021-11-25 03:29:00
CUST00434,46,Female,West,Bronze,2020-06-04 04:48:00
CUST00435,56,Female,Central,Bronze,2021-04-08 21:46:00
CUST00436,38,Male,South,Gold,2022-03-25 17:23:00
CUST00437,57,Female,South,Bronze,2020-07-04 12:00:00
CUST00438,21,Male,North,Bronze,2021-06-26 17:07:00
CUST00439,18,Other,Central,Bronze,2022-07-21 11:43:00
CUST00440,37,Female,South,Silver,2021-06-21 18:24:00
CUST00441,42,Female,East,Silver,2022-01-31 03:43:00
CUST00442,37,Female,South,Bronze,2021-04-24 15:01:00
CUST00443,18,Female,East,Bronze,2021-11-03 19:14:00
CUST00444,36,Male,West,Gold,2020-05-10 20:52:00
CUST00445,22,Male,East,Bronze,2022-08-09 22:19:00
CUST00446,46,Male,East,Platinum,2022-04-17 03:08:00
CUST00447,42,Male,North,Bronze,2020-04-03 01:19:00
CUST00448,26,Female,South,Silver,2022-10-06 03:06:00
CUST00449,31,Male,West,Silver,2021-04-26 17:08:00
CUST00450,25,Male,South,Bronze,2022-03-07 14:23:00
CUST00451,37,Female,East,Silver,2022-05-09 18:47:00
CUST00452,49,Female,East,Silver,2020-11-13 13:41:00
CUST00453,26,Male,South,Gold,2020-07-22 15:39:00
CUST00454,44,Male,West,Gold,2022-04-16 08:02:00
CUST00455,31,Male,West,Bronze,2022-01-29 06:28:00
